DIRECTORATE,SUPPLIER,SUPPLIER NAME,TRANS NOS,AMOUNT,TRANS DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER GROUP
SCHOOLS,HARR94,Harrold Lower School,10480705,"43,534.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,HAST03,Hastingsbury Business & Enterprise,10480714,"315,150.00",09/04/2015,Transfer Payments,Bank Control Account,General Creditors
SCHOOLS,HAVE98,Haven Books Group,10480024,"4,270.92",29/01/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,HAVE98,Haven Books Group,10482229,270.64,02/02/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,HAZE02,Hazeldene Lower School,10480706,"94,716.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,HERB01,Herberts Travel,10481684,500.00,31/03/2015,Supplies,Learning Resources - Curriculum,Schools
SCHOOLS,HERB01,Herberts Travel,10482733,935.00,31/03/2015,Supplies,Learning Resources - Other,Schools
SCHOOLS,HERT02,Hertfordshire Business Services,10479277,439.60,28/02/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10481425,304.87,31/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10481425,579.06,31/03/2015,Supplies,Miscellaneous Expenditure,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10481473,558.64,31/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10481482,303.50,31/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10482202,257.58,31/03/2015,Premises,Cleaning Services,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10482772,291.09,31/03/2015,Supplies,Community Focused School Costs,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10482774,555.00,31/03/2015,Premises,Cleaning Services,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10483147,375.25,31/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10483175,830.51,31/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10483346,267.94,31/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,HERT02,Hertfordshire Business Services,10483351,875.25,31/03/2015,Supplies,Learning Resources - Other,General Creditors
SCHOOLS,HORI99,Horizontal Ltd,10481462,"2,000.00",10/04/2015,Premises,Maintenance of Buildings,General Creditors
SCHOOLS,WHIT20,I G Whitlock,10482217,"1,751.29",16/04/2015,Premises,Maintenance of Buildings,Schools
SCHOOLS,ICPH01,ICPhygiene,10481897,617.31,31/03/2015,Premises,Cleaning Services,General Creditors
SCHOOLS,ICPH01,ICPhygiene,10481898,349.32,31/03/2015,Premises,Cleaning Services,General Creditors
SCHOOLS,ICPH01,ICPhygiene,10483011,319.40,13/04/2015,Premises,Cleaning Services,General Creditors
SCHOOLS,IDNT99,IDN Supplies Ltd,10481690,"1,721.78",05/03/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,IDNT99,IDN Supplies Ltd,10482743,"3,068.16",30/03/2015,Balance Sheet,ICT Capital Expenditure,General Creditors
SCHOOLS,IDNT99,IDN Supplies Ltd,10482748,"1,123.00",18/03/2015,Balance Sheet,ICT Capital Expenditure,General Creditors
SCHOOLS,IDNT99,IDN Supplies Ltd,10482770,"8,026.38",30/03/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,EDIT02,IMPREST- Edith Cavell Lower School,10483495,565.50,21/04/2015,Supplies,Learning Resources - Curriculum,Schools
SCHOOLS,INSI97,Insight Ict Ltd,10481072,"2,749.00",05/03/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,INSI97,Insight Ict Ltd,10481670,750.00,05/03/2015,Supplies,Consultants Fees,General Creditors
SCHOOLS,INSI97,Insight Ict Ltd,10481824,"1,500.00",12/02/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,INSI97,Insight Ict Ltd,10482782,"5,178.00",26/02/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,INSI97,Insight Ict Ltd,10482929,583.00,16/04/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,INSI97,Insight Ict Ltd,10483691,"1,030.51",27/03/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,INSI97,Insight Ict Ltd,10483692,300.00,01/04/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,JOHN96,John O? Conner (Grounds Maintenance,10482250,550.00,01/03/2015,Premises,Maintenance of Grounds,General Creditors
SCHOOLS,KARO01,Karolina Cleaning & Ironing Service,10483163,400.00,22/03/2015,Premises,Cleaning Services,Schools
SCHOOLS,KARO01,Karolina Cleaning & Ironing Service,10483164,423.00,20/04/2015,Premises,Cleaning Services,Schools
SCHOOLS,KEIT01,KEITS Ltd,10482387,474.09,31/03/2015,Supplies,Professional Services - Curriculum,General Creditors
SCHOOLS,KEIT01,KEITS Ltd,10482388,478.15,31/03/2015,Supplies,Professional Services - Curriculum,General Creditors
SCHOOLS,KEIT01,KEITS Ltd,10482389,732.00,31/03/2015,Supplies,Professional Services - Curriculum,General Creditors
SCHOOLS,KIDS06,Kidscience Ltd,10482380,977.50,11/03/2015,Supplies,Learning Resources - Curriculum,Schools
SCHOOLS,KIDS06,Kidscience Ltd,10482742,575.00,13/02/2015,Supplies,Learning Resources - Curriculum,Schools
SCHOOLS,KING72,Kingswood Learning & Leisure Group Ltd,10482783,"1,760.00",19/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,KING72,Kingswood Learning & Leisure Group Ltd,10482784,285.00,20/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,KING72,Kingswood Learning & Leisure Group Ltd,10483178,640.00,14/04/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,LEEM01,Lee Moore & Sons Roofing Services.,10482698,"1,000.00",15/04/2015,Premises,Maintenance of Buildings,Schools
SCHOOLS,LEEM01,Lee Moore & Sons Roofing Services.,10482699,"1,690.00",15/04/2015,Premises,Maintenance of Buildings,Schools
SCHOOLS,LIVI02,Livingstone Lower School,10480707,"106,334.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,MHPR02,MH Property Services,10482225,725.00,03/02/2015,Premises,Maintenance of Buildings,Schools
SCHOOLS,MHPR02,MH Property Services,10482226,"1,320.00",03/02/2015,Premises,Maintenance of Buildings,Schools
SCHOOLS,MHPR02,MH Property Services,10482227,275.00,25/02/2015,Premises,Maintenance of Buildings,Schools
SCHOOLS,MINS98,Minster Cleaning Services,10482224,"1,041.43",10/04/2015,Premises,Cleaning Services,General Creditors
SCHOOLS,NEWN02,Newnham Middle School,10480711,"172,089.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,NICO03,Nicolas Tye Architects Ltd,10481895,"6,090.00",27/03/2015,Balance Sheet,Other Capital Expenditure,Schools
SCHOOLS,NPOW01,NPower Ltd,10481395,388.91,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10481413,"1,162.49",10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10481415,325.61,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10481451,594.68,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10481464,"2,050.78",10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10481472,507.76,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10481815,552.69,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10481836,652.55,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482034,681.81,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482209,310.14,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482261,"1,084.30",10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482265,590.07,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482381,"1,930.55",10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482668,"1,036.34",10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482697,259.78,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482716,295.77,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482732,294.02,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10482746,"1,528.69",10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10483002,"1,474.17",10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10483135,414.33,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,NPOW01,NPower Ltd,10483362,391.65,10/04/2015,Premises,Electricity,General Creditors
SCHOOLS,PART97,Partnership Education Limited.,10482756,"2,344.77",05/03/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,PEAR95,Pearson Education Ltd ,10481465,800.00,28/02/2015,Supplies,Learning Resources - ICT,General Creditors
SCHOOLS,PENN01,Penna Plc t/a Penna Communications,10480732,302.37,19/03/2015,Employees,Advertising - Staff Vacancies,General Creditors
SCHOOLS,PENN01,Penna Plc t/a Penna Communications,10482766,334.10,14/04/2015,Employees,Advertising - Staff Vacancies,General Creditors
SCHOOLS,PGLT99,PGL Travel Ltd,10483143,700.00,22/04/2015,Supplies,Learning Resources - Other,General Creditors
SCHOOLS,PINC01,Pinchmill Lower School,10480708,"32,832.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,PREM16,Premier Sports Ltd ,10481390,"1,540.00",14/04/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,PREM16,Premier Sports Ltd ,10481460,960.00,14/04/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,PREM16,Premier Sports Ltd ,10481461,960.00,14/04/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,PREM16,Premier Sports Ltd ,10481810,360.00,14/04/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,PREM16,Premier Sports Ltd ,10481830,702.00,14/04/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,PREM16,Premier Sports Ltd ,10481831,702.00,14/04/2015,Supplies,Professional Services - Curriculum,Schools
SCHOOLS,PRIM11,Primary Workshops for Schools,10482037,299.00,13/04/2015,Supplies,Learning Resources - Curriculum,Schools
SCHOOLS,PRIM17,Primesight Ltd,10482206,471.97,31/03/2015,Supplies,Miscellaneous Expenditure,Schools
SCHOOLS,QUEE12,Queens Park Academy,10481454,549.16,18/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,QUEE12,Queens Park Academy,10482174,416.02,27/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,QUEE12,Queens Park Academy,10482274,660.33,13/04/2015,Supplies,Consultants Fees,Schools
SCHOOLS,QUEE12,Queens Park Academy,10482276,328.54,18/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RDCA99,R & D Coaching,10481825,300.00,11/03/2015,Supplies,Professional Services - Curriculum,General Creditors
SCHOOLS,RAND02,Randstad Education,10482972,903.95,17/03/2015,Employees,Agency Salaries,Schools
SCHOOLS,RAND02,Randstad Education,10482973,903.95,25/03/2015,Employees,Agency Salaries,Schools
SCHOOLS,RAND02,Randstad Education,10482976,903.95,30/03/2015,Employees,Agency Salaries,Schools
SCHOOLS,RICO01,RICOH UK Ltd,10482928,"1,120.06",10/04/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,RICO01,RICOH UK Ltd,10483008,404.21,10/04/2015,Supplies,Internal Printing,General Creditors
SCHOOLS,RIDG97,Ridgeway Special School,10480715,"105,989.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,RISE98,Riseley Va Lower School,10480709,"48,092.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,RMED01,RM Education Plc,10479872,360.00,30/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10480733,980.00,27/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10480734,"1,900.00",16/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10481679,360.00,27/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10481680,"1,250.00",02/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10481681,620.00,17/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482182,"1,400.00",02/04/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482183,"1,400.00",30/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482184,360.00,30/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482185,620.00,27/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482232,360.00,30/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482266,360.00,30/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482275,620.00,10/04/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482385,360.00,27/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482664,360.00,30/03/2015,Supplies,Subscriptions,Schools
SCHOOLS,RMED01,RM Education Plc,10482691,"1,750.00",02/04/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482701,980.00,01/04/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482717,360.00,27/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482726,360.00,27/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,RMED01,RM Education Plc,10482745,360.00,27/03/2015,Supplies,Consultants Fees,Schools
SCHOOLS,ROBE94,Robert Bruce School,10480712,"153,040.00",09/04/2015,Transfer Payments,Bank Control Account,Other Local Authority
SCHOOLS,ROCK07,Rock UK Adventure Centres Ltd,10482927,"2,293.92",01/04/2015,Supplies,Learning Resources - Curriculum,Schools
SCHOOLS,SART01,Sartoris Products Limited,10483358,433.78,12/03/2015,Supplies,Learning Resources - Curriculum,Schools
SCHOOLS,ADVE02,School and Group Tours Ltd T/as Adventure Central,10480946,"2,050.00",14/03/2015,Supplies,Learning Resources - Other,Schools
SCHOOLS,SCHO70,Schoolcomms,10483703,942.30,21/04/2015,Supplies,Subscriptions,General Creditors
SCHOOLS,SDGE99,Sdg Electrical & Mechanical Engineering,10482484,375.50,31/12/2014,Premises,Maintenance of Buildings,General Creditors
SCHOOLS,SDGE99,Sdg Electrical & Mechanical Engineering,10483003,455.11,25/03/2015,Premises,Maintenance of Buildings,General Creditors
SCHOOLS,SIMP06,Simple Effective Solutions,10482186,300.00,05/01/2015,Employees,Training,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10481439,330.00,01/04/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10481817,400.00,01/04/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10482176,330.00,20/03/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10482246,"1,548.00",20/03/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10482255,269.00,01/04/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10482659,528.00,20/03/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10483013,330.00,20/03/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10483132,330.00,20/03/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10483133,330.00,01/04/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10483165,380.00,14/04/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10483166,400.00,24/03/2015,Employees,Agency Salaries,Schools
SCHOOLS,SIMP02,Simply Education Ltd (The Solution Provider),10483700,"1,092.00",22/04/2015,Employees,Agency Salaries,Schools
SCHOOLS,SOUL01,Soul Brothers Ltd,10482272,916.00,26/03/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,SPOR95,Sport Support Services Ltd,10481444,570.00,02/04/2015,Supplies,Professional Services - Curriculum,General Creditors
SCHOOLS,SPOR95,Sport Support Services Ltd,10482708,357.50,31/03/2015,Supplies,Special Facilities,General Creditors
SCHOOLS,SPOR95,Sport Support Services Ltd,10482715,579.50,02/04/2015,Supplies,Consultants Fees,General Creditors
SCHOOLS,SPOR03,Sportsafe UK Ltd,10481833,356.28,27/03/2015,Supplies,Professional Services - Curriculum,General Creditors
SCHOOLS,SPRI01,Springfield Business Supplies Ltd,10481891,615.00,16/03/2015,Supplies,Postage Costs,General Creditors
SCHOOLS,STAL02,St Albans Diocesan Board Of Finance,10482638,415.00,16/04/2015,Supplies,Consultants Fees,General Creditors
SCHOOLS,STAL02,St Albans Diocesan Board Of Finance,10483123,415.00,16/04/2015,Supplies,Consultants Fees,General Creditors
SCHOOLS,STJO05,St John Ambulance,10481683,300.00,16/03/2015,Employees,Training,General Creditors
SCHOOLS,STEV11,Steve Hopkins Flooring,10481468,657.80,14/04/2015,Premises,Maintenance of Buildings,General Creditors
SCHOOLS,STEV98,Stevenage Leisure Ltd,10483156,349.85,06/04/2015,Supplies,Learning Resources - Curriculum,General Creditors
SCHOOLS,SUPP97,Supply Teaching Ltd,10482666,379.88,16/03/2015,Employees,Agency Salaries,General Creditors
SCHOOLS,SWIF99,Swiftclean (UK) Ltd,10482195,705.00,31/03/2015,Premises,Maintenance of Buildings,General Creditors
SCHOOLS,TALK05,Talk Straight Ltd.,10482033,"2,900.00",14/03/2015,Supplies,Learning Resources - ICT,Schools
SCHOOLS,TALK05,Talk Straight Ltd.,10483004,450.00,14/04/2015,Supplies,Learning Resources - ICT,Schools
SCHOOLS,TEAC97,Teachers2Parents Ltd,10481807,545.00,01/04/2015,Supplies,Telephone Call Charges,General Creditors
SCHOOLS,TECH09,Technical Solutions Ltd,10481832,"1,500.00",16/03/2015,Supplies,Consultants Fees,CIS Creditors
